index,author,location,date,headline,review_body,review_rating,num_like,language,itemName
909,B Thomas,unknown,2022-03-05T15:35:44.000Z,Scammed by booking.com,"I booked a hotel reservation through booking.com. When we got to the hotel, it looked more like a  homeless shelter. The area was dirty and not maintained. Rooms facing the street had all kinds of stuff being stored in them. And the back side of the hotel was an absolute mess. There was no way we were stepping inside the place. Booking.com obviously does not check out the hotels they take bookings for, for if they did they would certainly remove this one.  I tried to cancel the booking, but was denied. I ended up paying for two nights for which I received nothing for my money. This is a scam. If I ever see something that is booked through booking.com, I will skip it.",1,2,en,Bookingstar1
910,Iodanutzs Uk,unknown,2022-03-05T11:47:26.000Z,The customer service is 0,"The customer service is 0. They cannot locate anything asking screenshots, link and still never find it. After asking proofs for things which they offer on their website. Disgusting customer service...waste of time and energy",1,2,en,Bookingstar1
911,Bonnie,unknown,2022-03-04T20:34:14.000Z,Recently booked a stay in Madeira Beach…,"Recently booked a stay in Madeira Beach through booking.com. The property was nothing like the photos they showed on their website. Broken,stained furniture, molded shower, rusted through stove and a different room than booked. I contacted them several times during our stay. They refused to take any responsibility for our stay or the deceptive pictures. I will never again use their site. This was a complete scam",1,1,en,Bookingstar1
912,Andreas Säterås,unknown,2022-03-04T19:32:05.000Z,The service is bad!,"The service is bad!We tried to book a hotel in Gothenburg but it was cancelled but the money was withdrawned from the bank account.Tried to communicate with the support, and they said the money would be paid back in two weeks.Two weeks later no money has been paid back and the support is not answering our questions any more.So dissapointed on booking.com.Will start a process against them.Don't use it. You could loose your money!",1,1,en,Bookingstar1
913,Murk,unknown,2022-03-04T11:37:42.000Z,Our booking was 6 weeks after we made…,"Our booking was 6 weeks after we made our reservation cancelled with the message that it was overbooked which was not indicated on the site. While planning a holiday this doesn't work. Total unreliable, we won't use  booking.com anymore.The alternative given by booking.com was no comparison to what we have chosen initially.",1,0,en,Bookingstar1
914,V. Rusnak,unknown,2022-03-04T09:44:15.000Z,Booking covers the scammers,"Booking covers the scammers. Booked a property. Refused to stay there because of the humiliating conditions. It's a stash. Fungus on the walls, dirty toilet, place smells cigarettes. Requested refund. Booking said that they can not do that because property doesn't agree. So I've paid 1060EUR for 3 booked nights where I didn't stay for a minute. Booking gave me 25EUR credit to my booking account and several times proudly mentioned this generous gesture. Wish you guys all the bad. property: CMG Marais / Hôtel de Ville (Paris)",1,0,en,Bookingstar1
915,Max Sabelo,unknown,2022-03-04T07:12:28.000Z,Stay away,"Stay away, rather go direct to the hotel and book it yourself. Booking.com are only interested in easy cash.I Booked a hotel via booking.com (Russel Court Bournemouth). Worst hotel ever run, on arrival to check in. I was received by an old Asian man who insisted I had to pay £50 insurance fee although I had paid for the room. When I asked why, he told me it’s on the website and if i didn’t want to pay the £50 I should leave. I contacted booking.com for clarity as I had to leave and find an alternative. Luckily my friend was on hand and booked me another hotel via Tripadvisor.When I contacted Booking.com they apologised for the experience but did not offer any refund. When I followed up on this, I received no further replies.Stay away,",1,1,en,Bookingstar1
916,Linda Inwood,unknown,2022-03-04T00:32:20.000Z,Agressive,"Arrived on 3rd March to accommidation i had booked on booking. com.. To find it was nothing like i thought i had booked.the advert i saw was one room left, Seaview and balcony sunrise suite accommodation with pics of the complex .. To find a private  house named sunrise suite.. On approaching the house as we parked outside immediately i knew this was not what i booked.. I had not seen any pics of it on line but i have noticed since this episode the  owner has now 1 photo advertising the room.. ... The guy came out i said is this sunrise suite? Where is the balcony.. His reply was i dont like your attitude get the F... Off my place... I said this is not what i expected can i look at it please.. So went into room just inside backdoor it was tidy but once again i said this is not what i booked so by then he was getting aggressive i asked what about our money  he said go through booking.com.he was rude, aggressive and fouled mouth... I would never recommend his place i left in tears... To look for somewhere else to stay.. It was later around 3.30..4pm.So dont go stay at sunrise suite 1 william st, collingwood. Nz.. Would not reccomend it to my dog!!.. Linda Inwood..",1,1,en,Bookingstar1
917,Sigmar,unknown,2022-03-03T18:26:15.000Z,"""Booking"" doesn't guarantee bookings","Half a year ago I booked accommodation in two places around a sporting event in France. All hotels in the region are in very high demand, and both of these places have now requested cancellation - probably because they can rent out for a lot more money. Booking.com, instead of holding the places to the agreed contract, has made it clear, that if I don't cancel, they would force the cancellation. A company called ""Booking"" that takes 15% of your money and doesn't guarantee said bookings, belongs on the trash heap of history!",1,1,en,Bookingstar1
918,Rusalina Ivanova,unknown,2022-03-03T18:02:08.000Z,Will never use booking.com,We booked through booking.com a room at a&o Berlin Kolumbus. Due to being exposed to Corona we couldn’t travel. Called the hotel to cancel they said to call Booking.com. Booking.com sent request for cancellation and on their website it says they will respond up to 48 hours. 48 hours later no response. Called booking.com and they said they will contact the hostel and will get back to me within couple of hours! Couple of hours later nothing. I called again and was told the hostel did not want to cancel and I asked for a voucher to use in the future….and I was insisting….the agent hang up on me! I called again and the new agent said I should call the hostel! Called the hostel they said they can’t do anything about it because the booking was for yesterday and hang up on me! You see the game they are playing ! I these uncertain times  they have found a way to make money off of people’s misery! I will never use Booking.com nor would I recommend a&o Berlin Kolumbus! So for you all out there be careful as businesses are out to get you through exploiting loopholes! Never ever again!,1,1,en,Bookingstar1
919,Grace Matubu,unknown,2022-03-03T17:33:58.000Z,Zero customer service,"Made a reservation through this site, but in the confirmation they had changed the number of guests. When I contacted booking.com they referred me to the hotel whom in return sent me back to booking.com! Absolutely s...! Money was already deducted from my account within two days though the booking is not until July. So now looks like we gonna pay double the price for an extra room in another hotel because of their mistake!!! No customer service! Absolutely",1,1,en,Bookingstar1
920,Stefan,unknown,2022-03-03T14:08:29.000Z,I was scammed,I was scammed,1,0,en,Bookingstar1
921,Thomas F.,unknown,2022-03-03T12:47:42.000Z,do not book flights with bookings,"I booked a flight with bookings. It was a eurowings flight.Booking went smoothly. But in order to receive an invoice it was almost impossible. No possibilities on the web site, I had to spend a huge amount of time trying to find the right number to call. I then received an invoice from a third party company that had nothing to do with the transaction. On top they did not forward a due invoice according to international standarts it came out of finland.To those who book via bookings for flights: keep your fingers away.FYI bookings for hotels is ok",1,1,en,Bookingstar1
922,Graeme Beresford,unknown,2022-03-03T10:49:47.000Z,Really upset at the service from…,"Really upset at the service from Booking.com.I have used Booking in the past and always found their platform and service of a high standard. However recently I booked a hotel stay through their website for my wife’s birthday. The hotel was sub standard because the hotel has been in administration for two years. Booking did not display this fact or inform me that the hotel was in administration at any time. If they would have, I would never of stayed at the hotel. I feel like I’ve bought a brand new car only to then learn it’s done ten thousand miles. I feel very let down from Booking who I have messaged and received a message back saying ‘we will let the hotel know’. This was not the hotels issue, this was Booking’s issue and they will not take any responsibility. Really really poor.",1,1,en,Bookingstar1
923,Mark Jarman,unknown,2022-03-02T22:29:46.000Z,Tried to redeem a gift card,"Tried to redeem a gift card, website etc no help at all , when finally redeemed it , they wanted more information before they could process it , gave them more info and still waiting for it to be applied, when looking for hotels could not find any that were excepting gift card credit ,couldn't find a number for customer service, absolute con .",1,1,en,Bookingstar1
924,GE,unknown,2022-03-02T18:22:40.000Z,The Price Match claim is a total con do…,"The Price Match claim is a total con. So do not think you can book and then claim it back. Saw same Villa & same dates on different website for cheaper price the  only thing different on the actual booking page was that on Booking.com it says how many bedrooms are (obviously its the whole house as its a Villa!!) but the other website just shows the Villa not how many bedrooms so although everything was absolutely the same that is the excuse they came up with. Very disappointed as a small business would never get away with conning people with a false promise, but of course Booking.com a huge organisation will and have!",1,1,en,Bookingstar1
925,Mrs Edmunds,unknown,2022-03-02T18:09:32.000Z,Booking in Skiathos last year,In spring last year my daughter booked an apartment for us in Skiathos town for July 25 2021 called Rania Studios.   It was advertised as free cancellation however the apartment owners  asked for a deposit of approximately 430.00 pounds which they assured us that it would be returned if we had to cancel  around the end of June we emailed them to cancel as the airline cancelled as my daughter and her friend had not had the opportunity to have a second dose of the vaccine.  We emailed the apartment  and asked it we could have our money back and they offered vouchers and the opportunity to rebook for this year .   unfortunately this wasn’t an option so we asked them to return the money and then heard nothing from them .   I have called booking.com advisers numerous over the last 8 months  and have gone through the whole story each time and even sent proof of bank transfer each time they have said that they would get back to us and if the apartments refused to pay up we would be reimbursed by Booking .com  each time we have heard nothing back. Christine Edmunds,1,2,en,Bookingstar1
926,Angry of Tunbridge Wells,unknown,2022-03-02T16:01:17.000Z,No contact possible with property for 4 weeks but no refund possible,"The property we have booked through booking.com has not responded to emails, phone calls or booking.com messaging service for 4 weeks.  Neither I nor the booking.com staff can reach them.  They will not refund the booking until I actually arrive at the property on the check in date and prove to them that is is no longer operating !!!  Customer chat ended my 5th conversation with them when I asked to speak with a manager.  What a shower they are.  Don't touch them.",1,2,en,Bookingstar1
927,Thomas G,unknown,2022-03-02T12:34:53.000Z,Terrible business practices.,"I've had several terrible experiences with booking.com, as both a traveler and a guest house owner.They use terrible business practices, make customer service so complicated most will give up. AVOID!",1,1,en,Bookingstar1
928,Ash Jackson,unknown,2022-03-02T11:10:30.000Z,AVOID! AVOID! AVOID!,"Booked The Luna Maya Hotel in Tulum, Mexico through Booking.com.  In the pictures the hotel  looked basic but nice.  Beds were made up nicely with swans made out of towels, were clean, the bathrooms looked basic but ok. Looked a great place to stay and experience Tulum. The  reality was another story. The rooms smelt like a mushroom cultivation farm with black mould on the pillows, blinds, walls and shelving. The floor had no tiles. It was dusty concrete. Anything that touched it became covered in dirt. O hot water in the showers either so couldn't even wash the dirt off!The room was filthy. I could write my name in the dust. My lungs could not cope with the black mould so we had to leave. The place was a health hazard and certainly not what we had been sold. I tried to get a refund from Booking.com but they really don't care. They offered me an insulting amount back which I refuse to accept so will be pursuing other avenues to recover my money. I spent ages in contact with Booking.com whilst on my holiday and  also a long time walking around Tulum trying to find other accommodation. They ruined what would have been the best holiday of my life.Booking.com are sharks. AVOID THEM LIKE THE PLAGUE!",1,1,en,Bookingstar1
929,Lisa,unknown,2022-03-02T11:06:26.000Z,Booking.com has 0 integrity false advertising of hotels,"Booking.com allows fraud and deception to occur by allowing hotels to falsely advertise their hotels on booking.com. Then when you arrive and have been completely mis sold the hotel booking.com refuses to reimburse you. My partner booked a hotel for part of our holiday in Mexico. The hotel transpired to be a health hazard as the rooms smelt strongly of mould. Even the pillow on my bed was mouldy (I will include pictures in due course). The rooms had concrete floors which were dusty and you could not shower in privacy as a mesh window in the bathroom revealed your nudity to the other hotel guests. There was also no hot water in the bathroom to actually shower with. Once at the hotel and realising that we were not getting what we paid for, we read some horrendous google reviews which explained we were never getting our money refunded from the staff at the hotel who always advise unhappy customers that they need to contact their agent. I explained to the staff that we knew they were going to say that to us and that if we went to booking.com, they would advise us to get a refund from the hotel. Both booking.com and the owners of this establishment have 0 integrity and are using each other to get away with scamming some of their customers. Booking.com should take responsibility for ensuring that the hotels are accurately represented on their website. I would not use booking.com or if you do only book a place for a single night. We had to lose 4 nights of money when we were treating to 15 year old children to a holiday after the difficulties of the past two years. We then had to use valuable time up from our holiday to go and find alternative accommodation. All boolking.com offered us was a good will gesture of $56. That does not feel like good will, when you have limited funds, have lost £200 and been inconvenienced at a time when you are meant to be chilling out and enjoying being away from your home country.",1,1,en,Bookingstar1
930,Tommy Thro,unknown,2022-03-02T00:40:51.000Z,How BOOKING.COM SCAMS YOU WHEN YOU BOOK FOR FRIEND,"I just used for a friend who needed hotel room in Dubai and was emergency situation where low on $$.  I would guess if you are the person who is booking the hotel and going to pay for it, booking.com is okay...but if you are booking the room for a friend and it's not you...it's nothing but a SCAM SCAM SCAM.  When you reserve the room and you give the persons name and email address you are booking and giving your card number and paying for it and usually your card company will contact you and approve the transaction because you believe you are paying for the room...BUT NO YOU ARE NOT PAYING FOR THE ROOM... THE PERSON NEEDS THE ACTUAL CREDIT CARD  YOU USED TO BOOK THE ROOM TO BE ON THEM AT THE HOTEL..   So when my friend went into the hotel to sleep..and she expected it to be paid in full, they said no..YOU HAVE TO HAVE THE CREDIT CARD THAT WAS USED ON BOOKING.COM.   And who is going to have the credit card when a Friend in USA did the booking?  I'm sure when you are doing the booking somewhere there is small print notifying you that THE PERSON CHECKING INTO THE ROOM NEEDS THE CREDIT CARD USED ON BOOKING.COM.  When they don't produce the card..the hotel Jacks up the price  30% or whatever..so this IS A TOTAL SCAM.  TOTAL STRESS FOR THE PERSON AT THE HOTEL..TOTAL RAPE JOB OF HIGHER $$$.  What they also did was do a double booking .. I only did the booking 1 time but the guy at the hotel said there was a double booking for the same person..2 room..  THEY ARE A TOTAL JOKE.  So I called booking.com and they wanted me to download an app to my phone to cancel the booking.  I asked cannot you just cancel the booking?  You have my name and phone number i used to book and i'm calling from the same phone...but NOOOOOOOOOOOOOOOOO You must down load the app.??? I'm thinking of last one who told me to down load to my computer and it went dead...and I get a call for ransom to fix it...  THESE PEOPLE ARE EVIL SCAMMERS AND THEY KNOW THEY ARE SCAMMERS...DO NOT USE... EXCEPT IF IT'S YOU WHO IS SHOWING UP TO USE THE ROOM..AND YOU HAVE THE CARD YOU USED FOR THE BOOKING..THEN I AM NOT SURE IF PROBLEMS.  BUT IF YOU ARE BOOKING FOR ANOTHER.. YOU ARE THROWING AWAY $$ AND GETTING SCAMMED...CANCELY YHOUR CARD AND CALL AND REPORT THE SCAM.  The worse this is you are using this service to help a friend out who is stuck in another country or state and you believe you are paying for the hotel when you hit the reserve and they have all your credit card info...but when the desperate person walks into the hotel..they tell her..OH YOU MUST HAVE THE CREDIT CARD USED FOR THE TRANSACTION OR THERE IS NO BOOKING..  GO OUT OF BUSINESS BOOKING.COMSCREWJOB..NOW!!!",1,1,en,Bookingstar1
931,Carla Hackett,unknown,2022-03-01T20:53:32.000Z,Con Artists.                       Deleted my account with this…,Deleted my account with this organisation. Really not happy with the booking at Trafford Hall Hotel in Manchester. According to these crooks it’s a 4 star hotel!!! What a joke. Booking.com don’t care about you as a customer! Use Air  bnb. It’s much better!,1,1,en,Bookingstar1
932,Anthony Tromp,unknown,2022-03-01T20:45:21.000Z,"Awful company, stay well away","Awful company to deal with! Booked accommodation through them, when we got to the apartment where no reservation had been received by the owner. Booking.com then found us alternative accommodation however the owner refused to let us stay as we we were all under the age of 28 and they had a policy of only allowing over 28s to stay. A second accommodation was found by booking.com however this place only allowed females, and we were four men.Because we couldn’t get hold of customer service, we then had to sleep the night in our cars.The next morning Booking.com customer service then allowed us to book a hotel by ourselves and send them an invoice to reimburse us after the trip.After two weeks trying of trying to get reimbursed after the trip, booking.com would only refund £317 of the £394 paid for the hotel I had to find.Never going to use booking.com again and I would stay well away. Will look to either use their competitors or book accommodation directly.",1,1,en,Bookingstar1
933,Daniel Mynsberge,unknown,2022-03-01T19:54:15.000Z,I booked a room through Booking.com…,"I booked a room through Booking.com that said it would have NO prepayment. I immediately had a charge. Booking.com said that the property does it to verify my card. I proceeded to cancel this property and received a ""no charges"" cancellation receipt. After several weeks, I cannot get Booking.com to refund my money. The motel will not return calls. They keep saying the motel must refund it and all they can do is ask Booking.com is the ones who took my credit card info. Terrible!",1,1,en,Bookingstar1
934,customer,unknown,2022-03-01T19:20:01.000Z,They cannot handle request for a receipt - amateurs,I bought a multi-city air ticket.I need to expense it with my company for which I need a receipt.It seems they cannot deal with such a simple request.,1,1,en,Bookingstar1
935,Magali Vargas,unknown,2022-03-01T18:43:26.000Z,Booking.com & MEX rent a car = BIG FAIL,"My experience with Booking.com & MEX rent a car in Cancun is by far, one of the worst i have ever had when travelling. It's a shame how little interest they have on you as a customer once you've paid for your NON-PROVIDED service. We had booked a car with MEX rentals through Booking.com more than 2 months ago. We landed a bit later than expected (what tbh, happens all the time in Mexico) and they used this excuse to refuse our documents & not to give us a car. Despite the fact that we HAD ALREADY PAID the service, i could prove that I am a mexican resident, we had our driver licence... everything!We knew later that they do this to auction your car. They literally auction the car to whoevers gets in there first, no matter if you had already paid the booking.When we contacted booking.com to ask for a compensation or at least, an excuse, they just emailed back saying ""you were late so there's nothing we can do"".So disappointing. I could not recommend more to avoid Booking.com & MEX rent a car when travelling in Mexico. They ll take your money, find the way to keep it and not even thank you for that. SUPERBE!",1,1,en,Bookingstar1
936,Annaly,unknown,2022-03-01T17:20:22.000Z,My experience with them is the worst,"I normally do not do reviews but my experience with them is the worst. Their customer service is absolutely terrible and did not understand my issue. I made a complaint about a booking I had with Westlake Los Angeles 30 Day rentals as the way they have treated us is unlike anything I have come across previously when using booking.com.Our first evening with them was unavailable on their side due to “cleaning company” issues.The company made no assistance to help find us alternative arrangements and left us out on our own.This issue was not communicated with any advance warning and was not even formally communicated on the booking.com app so we had correspondence instead it was all via a friend that we have based in LA.This was quite an issue for us when we were coming off a 12hr flight with no place to stay which resulted in us having to book $60 temporary accommodation for the evening.We were then stuck in limbo waiting for them again with no official correspondence on booking.com.We chased the phone number they had and they informed us they would cancel the whole booking which we then took a screenshot off and informed booking.com message service.The booking.com message service advised that we make the cancellation on our side (which we refused as it would make us liable).Hence the booking got fully cancelled and I believe we will get a full refund.However, we were then forced to book accommodation elsewhere to cover our trip at very short notice hence we spent more money than envisaged as we didn’t book in advance.In summary, the way we have been treated, with same day unavailability, limited correspondence and limited assistance is not aligned with the quality I have come to expect from booking.com providers and would like to request in app credit from booking.com (for future bookings) to help cover the expenses that we incurred with our unacceptable experience here on our LA trip (which for us is a once in a life time trip which had started so badly thanks to Westlake 30 Day rentals).",1,1,en,Bookingstar1
937,Tina Ford,unknown,2022-03-01T16:28:23.000Z,Booking.com needs to be taking off the…,"Booking.com needs to be taking off the internet/App Store. Customer service is absolutely terrible all they keep saying is have a nice day.when trying to get a refund they just don’t wanna know. I asked to talk to a manager but surprise surprise there wasn’t one around, if I get my refund I will be really shocked as to reading other peoples reviews, absolutely shocking Booking.com sort yourself out or shut yourself down.",1,2,en,Bookingstar1
938,MARTIN LEE,unknown,2022-03-01T16:12:39.000Z,THE WORST MOST COMPLICATED WEBSITE I…,"THE WORST MOST COMPLICATED WEBSITE I HAVE EVER BEEN ON...THE STAFF ARE DUTCH AND WAFFLE ON AIMLESSLY WHEN ONLY A YES OR NO IS REQUIRED!!!!WAY TOO MANY WORDS TO ABSORB WHEN ONLY A YES OR NO IS REQUIRED. TRUST PILOT HAS GOT 58% BAD REVIEWS....SURELY SOMEBODY HAS READ THE REVIEWS BY NOW AND ACTIONED UPON ITIF SOMEBODY DOESN'T SUE THEM UNDER..... (""UNDUE INFLUENCE ELDER ABUSE"" ON THE .GOV WEBSITE -  you will just have to google it as no links are allowed lol - madness!!! ) .....THEN I WILL....SOMEBODY WILL BE GOING TO A UK OR EUROPEAN JAIL FOR THIS.....4 YEARS MAXIMUM SENTENCE IF OVER £50 THEN THE HIGHER THE VALUE THE LONGER THE SENTENCE....IE AN EXTRA DISCRETIONARY 5 OR 10 YEARS CAN BE APPLIED BY THE MAGISTRATE OR DISTRICT JUDGE AS IT'S BOTH A CIVIL AND CRIMINAL ACT. I CHARGE OUT AT £500 AN HOUR TO KEEP LUNATIC'S AWAY FROM ME....HERE THE PATIENT'S ARE RUNNING THE ASYLUM AND WASTING AWAY AN HOUR OR MORE ON EACH CALLER AS IT'S SO CRAP AND THE STAFF ARE POORLY TRAINED TO THINK WITHOUT ASSISTANCE....",1,0,en,Bookingstar1
939,jonathan rowe,unknown,2022-03-01T11:19:31.000Z,"Absymal company, website full of dark patterns","Absymal company, website is full of dark patterns to trick you. When will travel agents learn to promote customer loyalty by being trustworthy?",1,1,en,Bookingstar1
940,Claus,unknown,2022-03-01T07:09:02.000Z,WARNING!!! App cheats you with prices!!!,WARNING!!!! App is still broken!!! DO NOT USE APP.. it will cheat you.No option to search on specific price.. as a backpacker this app offers minimum 50$ pr night searches. Very difficult to search in citys like Bangkok. Booking.com is using darkpatterns to take more money from you.Use agoda or other app instead.,1,0,en,Bookingstar1
941,Kelly,unknown,2022-02-28T21:43:19.000Z,Do not use booking.com,"Would never book with booking.com again. We had booked a twin bedroom through booking.com and when we arrived at the hotel the hotel never had a requested from booking.com for the room to be a twin room. The hotel didn’t have any twin rooms but were really helpful in contacting booking.com about this issue and booking.com said they would issue a 25% refund. Now getting that refund is pretty much impossible!. Booking.com will only issue a refund if you contact them by telephone they will not talk to you over email. They charge you £3.20 per minute on the phone. I got through to a person pretty quick and she took my details, after I had given her my details she put me on hold… 10 minutes later I am still on hold and being charged £32 for the phone call. This has happened several times and I have spend over £40 on the photo to this company and got absolutely no where as they just keep you on hold to make money. Still have no refund. Would never use this company again.",1,0,en,Bookingstar1
942,Andrew McCallum,unknown,2022-02-28T20:44:35.000Z,Booking.com will not help me get a…,"Booking.com will not help me get a refund and make it almost impossible to contact themTo enlighten any potential future guests, here is a typical example of a booking.com hotel that stayed in as follows:-1. Booked on booking.com, and requested an early check in, this was refused2. Earliest check in was 3pm, and we arrived at 2pm hungry after a long flight and asked if we could just go to the restaurant to buy food while we wait- Refused3.3pm back at security to get our room card, and went to the room, but the cleaner was still there. A very polite young man but it was obvious that there was insufficient time to clean the room.4. Wifi not working, went to security who said they could not do anything, and I would have to email to get help5. Noticed my socks were full of dog hair, and the room had a sort of toilet smell. Further inspection revealed a huge amount of dirt and dog hair everywhere6. The sun was shining in the large windows and due to the room being so hot we put the aircon on, but although you  can hear the motor it does not work, which in the middle of summer in Africa is essential.I decided to email my complaints, and told them i would be checking out and going to another hotel.I really needed to leave and offered to pay for the first night and asked for a refund (Prepaid) for the rest of my stayBooking.com refused but I checked out anywayBe very careful if you consider staying here or using booking.com!",1,0,en,Bookingstar1
943,Carl Davey,unknown,2022-02-28T17:08:47.000Z,Awful company that just doesn't cate…,"Awful company that just doesn't cate when things go wrong... bottom line is their only interest is your money..once they have it, you get less than zero customer service...avoid these jokers",1,0,en,Bookingstar1
944,Chris Blackburn,unknown,2022-02-28T11:01:05.000Z,this company's customers servise is a…,this company's customers servise is a joke. avoid at all cost there are better companies to trade with do not get trapped,1,0,en,Bookingstar1
945,Evertom Everton,unknown,2022-02-28T10:52:26.000Z,I booked accomodation and then the…,"I booked accomodation and then the owners never respond. Booking cancelled reservation and told me to get refund it takes 7-12 days, not only I didn’t get my refund but i was CHARGED TWICE FOR THE SAME ACCOMODATION THAT I NEVER STAYED IN",1,0,en,Bookingstar1
946,Jake,unknown,2022-02-28T10:03:45.000Z,last booking on booking.com and never again,"this is the 3rd time it happened to me with booking .com where they prove they are biased and working in the interest of the hotels and not their clients. I forgave and forgot the last 2 incidents that booking.com is worse or better call non-existent in customer service. This time the proof is so obvious that the company must be sued for supporting and promoting stealing and cheating their clients. - we booked a jr. Suite for 3 nights and paid with breakfast in advance but we got a room with half underground looking and you felt like you are in abasement. When we complain we got a standard room at a price of a Jr Suite.- We wanted to reduce the stay and requested to reduce for 1 night as the room they gave us is not the one in the description and our request was rejected. -booking .com doesn't have as usual any customer service. There is no way to complain this unjust- We left the hotel after one night and we were charged full amount for 3 nights including breakfast. -Booking com says it was not booking it was the hotel. Hotel says it was booking com who rejected the request.so anybody who dont want to feel helpless and money stolen from you for services they dont deliver from your credit card, be aware. I myself finally made up my mind to stay away from fake best booking platform. My review on the hotel for the 3rd time (as i mentioned in 2 previous incidents) also on this scam hotel is not visible in booking.com because they are so customer focused (i guess their customers are the hotels who pay them commissions from those scammed money showing one Jr Suite room for many customers and giving a cheaper room or charging for breakfast that didn't consume or charging for nights that didn't happen because they reject change even if they sold the wrong products).",1,1,en,Bookingstar1
947,claudiana valerio,unknown,2022-02-28T09:18:52.000Z,STAY AWAY from booking.com,"We booked our flight from London to Mauritius via Paris in January. 4 weeks later the flight from Paris to Mauritius was brought forward and we were informed that we need to rebook our flights from Heathrow to Paris. The very next day we called booking.com (in partnership with Gotogate) and were told everything would be free of charge and our flight to Paris has been booked and to wait 4 working days. 5 days later I call again and this time I’m advised to wait 48 hours.48 hours later I call again and to be told there will be extra charges plus Go-to-gate admin fee and I will need to be £300+. At this point  we are happy to pay to move on, but they can’t book it “system issue”. Wait another 48 hours. I call this morning and now advised to wait another 24 hours. 19 days after our flight was cancelled, I am still trying to rebook. Surely if booking.com and Gotogate has sold tickets as a package with connecting flights it is as much their responsibility to proactively contact the customer and make sure new arrangements are made if the airline changes the flight time.Why are Airlines working in partnership with other airline not taking ownership of changes in schedule by their partner? This has been and continues to be an abhorrent experience of customer care. We will never use booking.com and I would advise same to anyone.",1,0,en,Bookingstar1
948,Steve Sal Heathcote,unknown,2022-02-27T22:27:21.000Z,Booking.com and Norfolk hotel Birmingham,"I can honestly say I am very disappointed! I have used booking.com many of times and had no problems. But the one time there is a problem they have been no help what so ever! We booked a hotel stay at The Norfolk Hotel in Birmingham for my birthday with family, I can honestly say what an awful experience it was. From the stairways of the hotel being extremely dirty, live wires for our lights hanging out of the the walls, lights over the bed taped over with brown tape, the hose broken so you could not even us the shower, the walls filthy and to top it all off someone trying to gain entry to our room at 2.30am! Frightening our children and telling us it was reception. On calling reception it clearly was not them as they had no customer service skills whatsoever!! On reporting in the morning that someone was trying to get in our room we were told this would be investigated, at £80 a night it was not the cheapest room either! It has now been 1week and we have had no contact whatsoever. We contacted customer service at booking.com and my chat was closed as the chat was “inactive” but the last message from them was they would get back to me! I then emailed the hotel through booking.com and they have not responded so following procedure I then filed a dispute with booking.com and have had no contact at all!! I can honestly say I if this is not sorted out I will never be using booking.com again!!",1,0,en,Bookingstar1
949,farshid,unknown,2022-02-27T17:09:54.000Z,"I had a disastrous experience, don't use this rubbish platform",I had a disastrous experience hosting with booking.com yesterday. I rented the flat to 2 poeple and last night I woke up at midnight by complaint from neighbors saying there is a party of 30 people in my flat. I came to the flat and there was 30 teenager in my 1 bedroom flat!!!!!???? After so much shouting they went to sleep at 3 am and they left the flat in a complete mess. After pestering them so much in the morning with 2 hours delay in the checkout. There is no way to review the guests on your platform and the customer service is absolutely rubbish in following up and resolving the issues.*** Don't recommend using booking.com if you are a private host. ***,1,1,en,Bookingstar1
950,Ale,unknown,2022-02-27T14:57:37.000Z,if u have problems with accommodation u get no help,in the last weeks i had 3 times problems with booking...when i arrived to my accommodation was overbooked and booking didn't help with anything. with my last accommodation i had to accept the alternative because was late and didn't wanted to sleep on streets so i ended sleeping in a 2x2 room without breakfast even though my booked accommodation was with breakfast included,1,1,en,Bookingstar1
951,Mr Vaughan,unknown,2022-02-27T11:41:30.000Z,Worst experience ever,"Worst experience ever! We booked through these for a 3 night stay at a house. When we arrived at around 8pm after driving for 3 hours with 3 children, we were told the place had cancelled. They offered one solution that was a further 25 minutes away from were we needed. When contacted by booking. Com they informed us that they would try to find somewhere else but we would have to pay first then be refunded the difference. After over 2hrs conversation no place could be found that was available that night and getting through to a supervisor was extremely hard. Finally thr supervisor said they would have the customer service continue to find us somewhere. The result was they still didn't find anywhere and we ended up sleeping in the car. This was 2 adults and 3 children. At 1.30 in the morning they send us a place to see if it was available it wasn't till the next day. We managed to find somewhere the for the next 2 night but had to sleep in 3 separate rooms. In the morning we had nowhere to wash or get changed and nowhere to make breakfast so had to buy a Mcdonald breakfast before my son had to get changed in a toilet because he had a competition at 10.00 that day. We couldn't check into the hotel till 2 so had to but convenience food to eat. When we checked in the menu was expensive to feed 5 and we had already had to borrow money to pay the hotel, so we had to buy more convienience food to eat that night and for the next day. We were told via communication with booking .com that they would look into refunding us this extra money and will look into compensation for our inconvenience. After returning home and sending the receipts we heard nothing back from them even after emailing them, so we contacted them. The seniors refused to speak to us and told the customer service person to tell is they will only refund us the petrol and the extra we paid on the hotel, even though we paid for 3 nights and only received 2. A completely disappointed and unprofessional service received and made out whole weekend horrible and stressful. My 8 year old daughter was daughter was distraught and was worried over where we were sleeping or what we were eating. I would never use booking.com. It will be less stressful to ring round hotels in the area to book it direct.",1,1,en,Bookingstar1
